date,day_of_week,trust_code,trust_name,trust_type,total_beds,flu_rate_per_100k,temperature_c,gp_appointment_lag_days,ae_attendance,ae_4hr_breach_pct,ae_mean_wait_mins,ae_12hr_trolley_waits,social_care_delay_days,nctr_patients,bed_occupancy_pct,nurse_sickness_pct,unfilled_shifts,ambulance_handover_avg_mins,ambulance_handover_over_60min,red_flag_incidents,pressure_score,opel_level
01/06/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,4.2,14,7.2,168,0.061,125,0,11.2,21,0.892,0.047,4,15,0,2,0.434,2
02/06/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,5,15.4,7.5,183,0.065,120,0,,27,0.896,0.035,4,16,0,1,0.432,2
03/06/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,5.8,14.6,7.7,263,0.114,133,0,,32,0.885,0.047,4,17,0,0,0.474,2
04/06/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,4.4,13.5,6.9,239,0.105,128,1,10.6,28,0.842,0.038,3,15,0,1,0.385,2
05/06/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,5.3,16.1,7,203,0.078,110,0,10.9,26,0.881,0.052,3,15,0,3,0.488,2
06/06/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,6.7,18.1,6.9,203,0.078,108,0,11.9,28,0.854,0.05,3,18,0,0,0.376,2
07/06/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,4.2,14.3,7.4,212,0.058,106,0,10.2,21,0.829,0.027,4,16,0,1,0.272,2
08/06/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,4.8,16.8,7.2,197,0.076,138,0,9.7,24,0.851,0.042,3,14,0,1,0.361,2
09/06/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,5.4,16.5,7.1,181,0.065,130,0,9.4,22,0.887,0.063,5,17,0,0,0.408,2
10/06/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,5,15.4,7.4,231,0.114,143,0,10.6,20,0.898,0.055,4,14,0,1,0.47,2
11/06/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,4.5,15.9,6.5,245,0.081,139,0,,18,0.893,0.032,4,17,0,1,0.389,2
12/06/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,5.1,15.4,6.2,222,0.087,139,0,10.2,21,0.889,0.062,5,14,0,0,0.423,2
13/06/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,3.9,17,7.1,213,0.063,124,0,10.7,25,0.892,0.045,4,13,0,3,0.479,2
14/06/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,4.9,17.8,6.7,227,0.094,136,0,10.8,23,0.892,0.05,5,14,0,0,0.426,2
15/06/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,4.5,18.6,7.1,166,0.069,118,0,10.6,27,0.883,0.037,4,12,0,2,0.442,2
16/06/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,4.4,16.9,7,190,0.049,120,0,10.3,29,0.875,0.048,4,13,0,4,0.489,2
17/06/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,3.8,17.9,7.7,236,0.088,127,0,10.6,28,0.87,0.062,3,13,0,0,0.429,2
18/06/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,4.7,14.2,7.2,229,0.088,133,0,10.8,25,0.854,,3,17,0,1,0.379,2
19/06/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,4.8,18.2,6.9,212,0.071,117,0,11.6,29,0.85,0.044,3,16,0,2,0.41,2
20/06/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,4.7,16.7,6.7,208,0.058,122,0,12.2,30,0.826,0.043,3,15,0,3,0.387,2
21/06/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,5.7,18.3,8.2,230,0.069,136,0,,29,0.834,0.044,3,14,0,3,0.406,2
22/06/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,4.3,17,6.9,171,0.053,126,0,11.1,28,0.823,0.045,4,15,0,1,0.321,2
23/06/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,4.4,17.7,6.8,177,0.065,104,0,12.1,32,0.815,,3,15,0,2,0.356,2
24/06/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,5.3,18.6,6.8,265,0.122,149,0,12.1,32,0.833,0.054,3,15,0,0,0.404,2
25/06/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,4.3,17.4,7,219,0.091,135,0,11.9,29,0.861,0.051,4,17,0,0,0.405,2
26/06/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,4.8,17.3,6.5,220,0.077,128,0,11.4,24,0.871,0.045,4,14,0,1,0.4,2
27/06/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,4.8,17.9,6.5,209,0.061,108,0,11.5,24,0.84,0.048,3,13,0,2,0.364,2
28/06/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,3.5,18.9,7.5,216,0.069,118,0,11.5,28,0.829,0.037,4,16,0,2,0.357,2
29/06/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,4.4,15.1,7.3,183,0.07,115,0,10.9,29,0.849,0.049,3,16,0,3,0.44,2
30/06/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,4.5,18.8,6.6,152,0.072,87,0,9,27,0.831,0.04,4,10,0,3,0.387,2
01/07/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,5.4,17.7,5.5,279,0.17,122,0,8.7,21,0.835,0.05,3,17,0,1,0.409,2
02/07/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,6.2,18.5,6.5,210,0.072,118,0,9.6,17,0.845,0.036,3,18,0,1,0.303,2
03/07/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,4.8,17.8,6.9,214,0.058,122,0,9.7,19,0.829,0.054,5,16,0,2,0.327,2
04/07/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,5.5,16.9,6.8,222,0.074,144,0,8.7,24,0.836,0.046,3,14,0,0,0.316,2
05/07/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,4.5,15.8,6.6,213,0.06,123,0,8.7,25,0.82,0.041,4,11,0,2,0.325,2
06/07/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,4.1,15.9,6,199,0.06,91,0,10,24,0.818,0.04,4,16,0,2,0.315,2
07/07/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,4.5,18,6.6,167,0.072,110,0,,28,0.83,0.039,4,19,0,4,0.414,2
08/07/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,4,17.7,7.6,260,0.108,133,0,10.3,25,0.814,0.035,4,15,0,1,0.321,2
09/07/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,6.5,16.5,7.3,233,0.101,138,0,9,24,0.831,0.058,4,17,0,1,0.373,2
10/07/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,5.8,16.9,5.7,222,0.076,146,0,9.5,24,0.836,0.059,4,14,0,1,0.362,2
11/07/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,4.3,19.8,5.3,207,0.067,124,0,9.1,25,0.847,0.043,4,16,0,0,0.329,2
12/07/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,5.4,19.1,7.5,206,0.083,131,0,,29,0.851,0.053,4,17,0,0,0.385,2
13/07/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,5.2,19,6.5,174,0.071,104,0,11.1,27,0.869,0.049,4,12,0,4,0.488,2
14/07/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,4.8,17.4,7.8,157,0.052,129,0,9.7,20,0.859,0.053,3,12,0,1,0.35,2
15/07/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,6.4,17.2,7.3,260,0.149,126,0,10.9,22,0.851,0.066,4,17,0,4,0.523,3
16/07/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,4.9,17.3,7.5,231,0.096,125,0,11.5,22,0.851,0.027,3,17,0,0,0.32,2
17/07/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,7,21.4,6.9,208,0.072,123,0,9.9,23,0.857,0.037,4,17,0,2,0.38,2
18/07/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,4.9,17.6,6.5,190,0.066,129,0,9.4,21,0.852,0.05,3,19,0,1,0.351,2
19/07/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,5.9,19.7,7.3,211,0.065,110,0,9.3,22,0.85,0.035,4,15,0,2,0.355,2
20/07/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,3.5,18.5,6.8,166,0.067,119,0,11.9,19,0.834,0.038,2,14,0,3,0.343,2
21/07/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,4.3,20,6.8,164,0.061,111,0,11.4,21,0.824,0.046,4,15,0,5,0.369,2
22/07/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,4.9,18.1,4.9,246,0.084,114,0,10.1,21,0.81,0.038,3,17,0,1,0.278,2
23/07/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,4,16.2,7.4,232,0.111,117,0,10.5,26,0.849,0.041,3,15,0,2,0.421,2
24/07/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,4.2,17.4,5.3,218,0.059,122,0,9.2,27,0.831,0.041,4,16,0,1,0.328,2
25/07/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,5.6,17.7,6,220,0.073,115,0,8.8,23,0.825,0.049,5,12,0,1,0.321,2
26/07/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,5.3,19.6,6.6,210,0.071,100,0,7.6,27,0.821,0.043,4,16,0,1,0.324,2
27/07/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,5.7,19.5,5.8,196,0.071,125,0,8.6,19,0.84,0.04,3,14,0,1,0.31,2
28/07/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,5.6,18.3,7,167,0.07,118,0,9.8,22,0.834,0.041,4,15,0,0,0.291,2
29/07/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,6.2,19.4,6.4,266,0.139,131,1,10.2,27,0.861,0.053,3,16,0,5,0.538,3
30/07/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,4.4,20.8,5.2,244,0.103,143,0,10.5,27,0.849,0.046,3,15,0,2,0.427,2
31/07/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,5.6,19.5,7.1,210,0.074,112,0,11.8,27,0.853,0.039,3,15,0,2,0.399,2
01/08/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,5.3,17.7,7.3,199,0.081,110,0,11.2,23,0.838,0.059,5,17,0,1,0.364,2
02/08/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,4.8,15.5,6.5,230,0.079,97,0,9.8,25,0.874,0.042,3,15,0,4,0.482,2
03/08/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,4.2,17.3,7.6,188,0.064,123,0,9.6,29,0.849,0.044,4,17,0,0,0.352,2
04/08/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,5,19,7.1,168,0.064,131,0,8.8,25,0.851,0.038,1,18,0,0,0.326,2
05/08/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,3,17.2,6.6,248,0.085,134,0,9.8,21,0.861,0.04,5,15,0,0,0.342,2
06/08/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,5.1,19.1,7.2,263,0.117,139,0,10,21,0.865,0.063,4,12,0,1,0.435,2
07/08/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,4.9,17.3,7,220,0.079,135,0,8.9,21,0.857,0.047,3,14,0,3,0.416,2
08/08/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,3.6,15.1,6.9,215,0.054,129,0,9.5,23,0.853,0.044,4,16,0,2,0.369,2
09/08/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,5.9,15,8,227,0.091,137,0,9.3,25,0.854,0.038,3,16,0,2,0.403,2
10/08/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,5.1,16.8,7.2,184,0.072,128,0,9.8,26,0.849,0.043,3,18,0,4,0.442,2
11/08/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,4.3,16.9,7.1,168,0.073,102,0,10.9,28,0.863,0.038,2,14,0,4,0.469,2
12/08/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,4.5,18.3,6.6,268,0.128,129,0,10.6,27,0.896,0.051,4,17,0,0,0.484,2
13/08/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,5.5,17.3,8,250,0.102,147,0,10.3,27,0.877,0.047,4,16,0,2,0.474,2
14/08/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,6.2,16.2,8,219,0.07,147,0,11.4,27,0.851,0.051,4,18,0,1,0.385,2
15/08/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,3.9,16.3,6.8,213,0.055,132,0,10.1,23,0.849,0.055,6,16,0,1,0.355,2
16/08/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,5.3,19.3,6.1,234,0.078,121,1,10.3,24,0.89,0.036,4,16,0,3,0.469,2
17/08/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,5.3,19.1,7,166,0.074,129,0,10.4,24,0.865,0.045,4,13,0,1,0.387,2
18/08/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,6.7,16.8,8.1,164,0.069,127,0,,24,0.883,0.046,3,13,0,1,0.415,2
19/08/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,5.5,14.7,6.6,245,0.13,93,0,11.1,26,0.902,0.041,3,14,0,4,0.575,3
20/08/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,5.5,15.3,7.3,225,0.077,136,0,9.2,28,0.881,0.047,4,13,0,2,0.465,2
21/08/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,4.6,17.7,7.7,214,0.057,119,0,,23,0.882,0.048,4,16,0,0,0.376,2
22/08/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,4.9,17.5,7.8,224,0.091,98,0,9,21,0.898,0.042,4,15,0,1,0.437,2
23/08/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,4.9,15.9,6.8,215,0.082,100,0,10.5,28,0.881,0.04,3,17,0,0,0.409,2
24/08/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,4.4,15.5,6.2,180,0.052,118,0,9.6,27,0.87,,4,18,0,1,0.386,2
25/08/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,4.8,16.9,6,193,0.065,121,0,10.3,27,0.857,0.048,4,16,0,0,0.362,2
26/08/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,5,15.6,6,257,0.132,131,0,8,24,0.844,0.055,3,15,0,1,0.416,2
27/08/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,4.2,14.5,7.5,273,0.146,141,1,7.7,20,0.841,0.045,3,18,0,0,0.362,2
28/08/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,5.1,18.1,7.7,275,0.147,182,0,9.4,20,0.83,0.047,4,15,0,2,0.397,2
29/08/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,5,13.9,7.9,234,0.086,133,0,,23,0.84,0.042,3,17,0,2,0.371,2
30/08/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,5.4,14,7.6,233,0.101,121,0,12.1,20,0.834,0.038,4,14,0,1,0.327,2
31/08/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,5.3,14,6.5,180,0.056,107,0,11.9,21,0.843,0.06,4,15,0,2,0.368,2
01/09/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,5.8,16.9,7,174,0.076,131,0,,29,0.825,0.061,4,14,0,2,0.398,2
02/09/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,4,16.9,6.7,257,0.102,147,0,10.9,29,0.845,0.047,3,17,0,2,0.432,2
03/09/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,3.7,13.8,7,242,0.11,150,2,11.7,30,0.866,0.037,3,15,0,2,0.463,2
04/09/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,4.6,15.5,8.1,221,0.08,119,0,11.4,26,0.836,0.035,4,12,0,2,0.365,2
05/09/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,4.5,13.4,7.2,223,0.099,130,0,10.2,23,0.85,0.046,3,15,0,1,0.38,2
06/09/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,5.1,15.7,6.7,225,0.093,95,0,12,27,0.875,0.042,4,17,0,2,0.456,2
07/09/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,5.1,14.6,8.5,182,0.068,110,0,11.2,26,0.853,0.055,3,15,0,1,0.388,2
08/09/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,4.7,15.1,7.9,171,0.069,119,0,11.4,27,0.88,0.043,3,14,0,2,0.446,2
09/09/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,6,15.8,7.5,239,0.096,112,0,12.3,32,0.886,0.045,3,13,0,0,0.457,2
10/09/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,5.6,15.5,7.1,228,0.095,113,0,12.3,35,0.874,0.036,2,16,0,2,0.489,2
11/09/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,6.3,15.5,7.6,205,0.07,130,0,,31,0.873,0.062,5,12,0,0,0.434,2
12/09/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,5.1,12.6,8.1,203,0.054,101,0,11.8,35,0.883,0.063,5,16,0,4,0.56,3
13/09/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,4.4,14.4,6.9,195,0.064,135,0,12.7,33,0.882,0.044,2,11,0,1,0.453,2
14/09/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,4.5,14.7,9.1,175,0.067,126,0,11.6,35,0.888,0.046,5,16,0,3,0.529,3
15/09/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,4.6,13.2,7.6,166,0.07,123,0,11.3,34,0.87,0.047,4,16,0,0,0.423,2
16/09/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,4.7,15.3,7.7,255,0.119,100,1,10.2,31,0.877,0.049,5,17,0,2,0.512,3
17/09/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,5.6,14.3,5.3,243,0.093,123,1,11.3,32,0.859,0.054,4,13,0,1,0.448,2
18/09/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,5.6,14.5,7.7,229,0.077,139,0,11.4,35,0.866,0.066,4,14,0,0,0.455,2
19/09/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,5.8,13.9,9.5,215,0.069,113,0,11.2,27,0.856,0.043,4,18,0,0,0.356,2
20/09/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,4.7,16.3,7.9,226,0.093,136,0,11.7,27,0.852,0.049,3,14,0,1,0.403,2
21/09/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,3.2,13.2,7.7,207,0.047,109,0,11.8,27,0.878,0.045,3,16,0,1,0.402,2
22/09/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,4.6,14.4,9.5,174,0.074,116,0,11.1,32,0.895,0.05,4,15,0,0,0.462,2
23/09/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,5.7,12.9,7.6,248,0.108,138,0,11.9,28,0.902,0.052,3,16,0,1,0.509,3
24/09/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,5.8,13,7.7,228,0.104,129,0,12.7,27,0.88,0.073,3,13,0,2,0.52,3
25/09/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,4.3,12.9,8.7,219,0.083,120,0,13.1,24,0.875,0.048,3,15,0,1,0.416,2
26/09/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,5.1,12.7,8.5,214,0.069,107,0,12.5,27,0.896,0.054,4,15,0,4,0.539,3
27/09/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,4,14.6,8.6,212,0.063,117,0,13.1,32,0.896,0.063,5,13,0,4,0.574,3
28/09/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,5.2,13.9,7.8,185,0.073,122,0,13.7,35,0.928,,3,13,0,1,0.541,3
29/09/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,3.6,14.4,7.8,170,0.05,125,0,13.2,34,0.921,0.052,3,15,0,2,0.548,3
30/09/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,5.2,13.4,7.1,246,0.098,142,0,,35,0.918,0.041,3,10,0,0,0.522,3
01/10/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,5.6,8.3,9.7,237,0.08,129,0,12.8,37,0.908,0.058,4,15,0,5,0.626,3
02/10/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,3.5,13.5,8.3,208,0.065,127,0,,34,0.906,,5,15,0,0,0.468,2
03/10/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,6.4,10.6,8.4,205,0.071,114,0,12.5,36,0.901,0.061,3,16,0,0,0.506,3
04/10/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,6,10.3,8.3,233,0.103,134,0,12,38,0.913,0.06,5,14,0,2,0.612,3
05/10/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,4.8,12.2,8.6,177,0.078,139,0,12.2,36,0.921,0.039,4,14,0,4,0.613,3
06/10/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,5.4,13.2,8.7,190,0.073,129,0,,35,0.902,,3,15,0,0,0.473,2
07/10/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,7.2,11.4,9.5,235,0.101,139,0,11.4,29,0.881,0.077,5,13,0,0,0.486,2
08/10/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,4.6,10.1,9.6,239,0.085,146,1,13.8,25,0.857,0.051,3,12,0,0,0.373,2
09/10/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,5.7,9.6,7.5,217,0.06,106,0,14.6,28,0.876,0.046,3,16,0,1,0.416,2
10/10/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,5.7,8.9,8.9,222,0.076,105,0,14.6,38,0.869,0.069,3,15,0,3,0.555,3
11/10/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,6.8,10.8,8.7,223,0.112,125,0,13.7,32,0.847,0.063,4,15,0,0,0.433,2
12/10/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,5.9,10.4,10.4,202,0.065,119,0,15.1,39,0.871,0.049,2,11,0,3,0.524,3
13/10/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,5.2,9.6,10.1,191,0.065,126,0,15.5,47,0.921,0.046,4,15,0,2,0.62,3
14/10/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,4.9,9.5,8.9,237,0.096,123,1,,43,0.92,0.053,5,13,0,2,0.633,3
15/10/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,6.6,9.4,7,236,0.102,131,0,12.5,38,0.931,0.059,2,16,0,1,0.615,3
16/10/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,4.2,10.8,8.4,206,0.062,112,0,13.1,35,0.925,0.049,4,15,0,3,0.591,3
17/10/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,5.6,9.9,8.9,227,0.086,128,0,,34,0.919,0.051,3,16,0,1,0.549,3
18/10/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,4.9,10,9.7,223,0.087,101,0,13,32,0.93,0.041,3,16,0,3,0.592,3
19/10/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,7,9.1,7.8,186,0.062,111,0,13.1,31,0.917,0.068,4,16,0,2,0.56,3
20/10/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,5.7,8.5,9.3,176,0.061,111,0,14.3,34,0.917,0.055,3,14,0,1,0.53,3
21/10/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,7.5,8.1,10.4,246,0.107,103,0,13.1,36,0.923,0.071,3,19,0,0,0.588,3
22/10/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,5.2,9.1,7.6,207,0.059,127,0,13,37,0.91,0.054,3,17,0,1,0.531,3
23/10/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,4.9,9.7,10,246,0.102,120,0,13.8,27,0.925,0.056,3,13,0,2,0.568,3
24/10/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,7.2,9,10.3,231,0.11,135,0,14,31,0.919,0.056,4,15,0,1,0.56,3
25/10/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,7.9,9.1,10.8,232,0.094,138,0,15.3,31,0.907,0.075,3,15,0,2,0.581,3
26/10/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,8.1,9.6,10.5,188,0.068,115,0,14.1,32,0.915,0.052,4,16,0,2,0.543,3
27/10/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,8.8,7.6,11.1,202,0.09,132,0,15.4,33,0.901,0.065,3,17,0,3,0.588,3
28/10/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,7.1,7.1,11.5,284,0.163,142,2,15.1,33,0.91,0.053,6,18,0,3,0.646,3
29/10/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,6.5,7.4,10.1,219,0.066,126,0,16.3,39,0.914,0.059,4,17,0,1,0.562,3
30/10/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,7.8,7.7,10,227,0.101,103,0,13.9,34,0.933,0.06,4,15,0,0,0.573,3
31/10/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,10.5,8,11,232,0.111,130,0,14.3,27,0.935,0.075,4,13,0,2,0.621,3
01/11/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,7.1,7.4,10.1,246,0.099,139,1,15.7,27,0.93,0.059,5,16,0,0,0.528,3
02/11/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,11.2,6.9,9.5,200,0.071,110,0,13.6,33,0.938,0.069,3,14,0,1,0.59,3
03/11/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,9.7,8,9.1,174,0.092,132,0,13.3,32,0.952,0.059,2,14,0,0,0.582,3
04/11/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,12.4,7.1,10.9,264,0.146,140,0,13.1,34,0.954,0.066,5,16,0,2,0.698,3
05/11/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,10.4,6.4,10.8,237,0.122,127,0,,33,0.946,0.07,2,17,0,1,0.647,3
06/11/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,11.5,5.6,10.9,242,0.125,124,0,13.5,35,0.922,0.088,4,15,0,0,0.622,3
07/11/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,12.7,6.8,11.6,232,0.114,115,0,13.3,34,0.908,0.073,3,16,0,1,0.587,3
08/11/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,12.3,6.5,11.3,234,0.131,115,0,12.1,31,0.909,0.078,4,19,0,2,0.619,3
09/11/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,16.1,7.6,11.6,197,0.115,112,0,13.4,36,0.905,0.104,5,15,0,1,0.633,3
10/11/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,14.4,5.6,11.5,196,0.104,103,0,15.6,43,0.911,0.074,4,15,0,2,0.657,3
11/11/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,13.2,6.6,11.8,246,0.155,136,0,16.7,43,0.922,0.081,4,14,0,1,0.703,3
