date,day_of_week,trust_code,trust_name,trust_type,total_beds,flu_rate_per_100k,temperature_c,gp_appointment_lag_days,ae_attendance,ae_4hr_breach_pct,ae_mean_wait_mins,ae_12hr_trolley_waits,social_care_delay_days,nctr_patients,bed_occupancy_pct,nurse_sickness_pct,unfilled_shifts,ambulance_handover_avg_mins,ambulance_handover_over_60min,red_flag_incidents,pressure_score,opel_level,ae_pressure_index,bed_social_care_ratio,workforce_stress_index,system_flow_score,rag_status,,,date,WGH,NRI,SCH
05/12/2023,Tuesday,SCH,Southdale Community Hospital,Community,180,32,3.5,12.3,117,0.365,169,3,10.3,9,0.923,0.129,4,24,0,0,0.73,3,0.41125,11.15926327,0.131166667,0.787271429,Red,,,,,,
06/12/2023,Wednesday,SCH,Southdale Community Hospital,Community,180,23.4,3.6,13.9,117,0.375,143,0,11.1,9,0.9,0.117,5,24,0,1,0.717,3,0.38275,12.33333333,0.141833333,0.824357143,Red,,,,,,
07/12/2023,Thursday,SCH,Southdale Community Hospital,Community,180,37.2,3.8,15.6,117,0.43,179,0,10.2,10,0.917,0.18,7,21,0,1,0.759,4,0.45575,11.12322792,0.206666667,0.854085714,Red,,,,,,
08/12/2023,Friday,SCH,Southdale Community Hospital,Community,180,31,4,13.5,117,0.347,183,1,6.4,10,0.91,0.125,5,20,0,0,0.722,3,0.42755,7.032967033,0.145833333,0.749285714,Red,,,,,,
09/12/2023,Saturday,SCH,Southdale Community Hospital,Community,180,23.4,3.5,12.8,91,0.248,174,0,11.4,10,0.873,0.109,4,20,0,0,0.617,3,0.3767,13.05841924,0.121166667,0.794485714,Amber,,,,,,
10/12/2023,Sunday,SCH,Southdale Community Hospital,Community,180,40.4,3.5,13.8,108,0.276,104,2,10.8,10,0.893,0.156,6,19,0,2,0.724,3,0.3004,12.09406495,0.178,0.814914286,Red,,,,,,
11/12/2023,Monday,SCH,Southdale Community Hospital,Community,180,37.7,3.5,17,117,0.382,174,1,9.5,10,0.888,0.168,4,19,0,0,0.686,3,0.4303,10.6981982,0.150666667,0.861985714,Amber,,,,,,
12/12/2023,Tuesday,SCH,Southdale Community Hospital,Community,180,28.6,4.5,14.9,115,0.274,137,1,9,9,0.89,0.13,5,18,0,0,0.653,3,0.33485,10.11235955,0.148333333,0.810285714,Amber,,,,,,
13/12/2023,Wednesday,SCH,Southdale Community Hospital,Community,180,25.4,2.9,13.5,117,0.36,195,0,9.3,9,0.898,0.122,4,22,0,1,0.713,3,0.44175,10.35634744,0.127666667,0.787985714,Red,,,,,,
14/12/2023,Thursday,SCH,Southdale Community Hospital,Community,180,37.7,3.5,14.5,117,0.385,152,1,9.3,8,0.901,0.18,6,29,0,2,0.729,3,0.392,10.32186459,0.19,0.810614286,Red,,,,,,
15/12/2023,Friday,SCH,Southdale Community Hospital,Community,180,29.6,3,11.5,114,0.27,167,2,9,9,0.911,0.156,4,22,0,1,0.71,3,0.37075,9.879253568,0.144666667,0.745828571,Red,,,,,,
16/12/2023,Saturday,SCH,Southdale Community Hospital,Community,180,32.2,2.6,14.2,98,0.248,146,2,8.5,7,0.899,0.105,4,25,0,2,0.669,3,0.3237,9.454949944,0.119166667,0.791385714,Amber,,,,,,
17/12/2023,Sunday,SCH,Southdale Community Hospital,Community,180,34.5,3.4,14.5,98,0.272,134,0,9.3,8,0.905,0.148,4,21,0,2,0.713,3,0.3243,10.27624309,0.140666667,0.812214286,Red,,,,,,
18/12/2023,Monday,SCH,Southdale Community Hospital,Community,180,32.2,2.8,13.1,117,0.38,167,2,9.9,8,0.9,0.124,4,21,0,0,0.678,3,0.40875,11,0.128666667,0.789214286,Amber,,,,,,
19/12/2023,Tuesday,SCH,Southdale Community Hospital,Community,180,33.9,3.1,16.4,117,0.337,179,1,10.2,8,0.911,0.158,4,25,0,3,0.771,4,0.40655,11.19648738,0.145666667,0.868828571,Red,,,,,,
20/12/2023,Wednesday,SCH,Southdale Community Hospital,Community,180,29.9,2.3,13.9,117,0.381,168,0,10.9,8,0.917,0.149,4,24,0,0,0.706,3,0.4104,11.8865867,0.141166667,0.828157143,Red,,,,,,
21/12/2023,Thursday,SCH,Southdale Community Hospital,Community,180,35.6,2.9,14.9,117,0.374,154,3,10.8,9,0.899,0.156,4,24,0,2,0.74,3,0.3961,12.01334816,0.144666667,0.840885714,Red,,,,,,
22/12/2023,Friday,SCH,Southdale Community Hospital,Community,180,26.2,2.8,11.7,100,0.264,167,1,11.7,10,0.916,0.128,4,22,0,1,0.727,3,0.37435,12.77292576,0.130666667,0.792614286,Red,,,,,,
23/12/2023,Saturday,SCH,Southdale Community Hospital,Community,180,27.4,2.3,12,93,0.17,138,0,6.5,11,0.904,0.163,5,15,0,1,0.643,3,0.3065,7.190265487,0.164833333,0.716242857,Amber,,,,,,
24/12/2023,Sunday,SCH,Southdale Community Hospital,Community,180,22.3,2.3,15.9,97,0.226,148,0,12.3,12,0.918,0.139,3,18,0,1,0.727,3,0.3474,13.39869281,0.1195,0.892414286,Red,,,,,,
25/12/2023,Monday,SCH,Southdale Community Hospital,Community,180,31.3,2.5,13.8,117,0.299,182,4,12.4,14,0.923,0.119,4,19,0,1,0.824,4,0.4311,13.43445287,0.126166667,0.850914286,Red,,,,,,
26/12/2023,Tuesday,SCH,Southdale Community Hospital,Community,180,25.1,2.8,13.7,117,0.293,156,2,6.3,11,0.947,0.142,6,27,0,0,0.792,4,0.3782,6.652587117,0.171,0.766871429,Red,,,,,,
27/12/2023,Wednesday,SCH,Southdale Community Hospital,Community,180,23,3,13.5,117,0.384,179,2,12.1,12,0.934,0.135,4,22,0,0,0.79,4,0.44935,12.95503212,0.134166667,0.844385714,Red,,,,,,
28/12/2023,Thursday,SCH,Southdale Community Hospital,Community,180,18.9,2.4,13.2,117,0.282,181,1,12.2,10,0.921,0.115,3,24,0,0,0.726,3,0.39905,13.24647123,0.1075,0.834257143,Red,,,,,,
29/12/2023,Friday,SCH,Southdale Community Hospital,Community,180,21.5,2.4,13,98,0.263,132,1,11.8,11,0.916,0.121,4,21,0,0,0.715,3,0.3362,12.88209607,0.127166667,0.821971429,Red,,,,,,
30/12/2023,Saturday,SCH,Southdale Community Hospital,Community,180,24.3,2.5,12.1,101,0.262,151,4,11.7,11,0.909,0.118,6,21,0,0,0.703,3,0.35955,12.87128713,0.159,0.798385714,Red,,,,,,
31/12/2023,Sunday,SCH,Southdale Community Hospital,Community,180,20.5,2.1,14,91,0.206,155,0,3.6,9,0.918,0.134,5,17,0,0,0.643,3,0.33015,3.921568627,0.150333333,0.7212,Amber,,,,,,
01/01/2024,Monday,SCH,Southdale Community Hospital,Community,180,38.5,2.1,15.2,117,0.397,142,4,9.7,8,0.89,0.137,4,25,0,1,0.686,3,0.3843,10.8988764,0.135166667,0.827214286,Amber,,,,,,
02/01/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,37.9,2.3,16.4,117,0.438,157,3,11.5,9,0.879,0.18,5,23,0,0,0.657,3,0.42545,13.08304892,0.173333333,0.875528571,Amber,,,,,,
03/01/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,33,2.1,15.6,117,0.36,127,3,11.3,11,0.873,0.158,4,24,0,0,0.674,3,0.36875,12.94387171,0.145666667,0.852985714,Amber,,,,,,
04/01/2024,Thursday,SCH,Southdale Community Hospital,Community,180,38.1,2.4,16.7,117,0.384,161,1,12.1,9,0.898,0.141,5,23,0,0,0.688,3,0.40885,13.47438753,0.153833333,0.898557143,Amber,,,,,,
05/01/2024,Friday,SCH,Southdale Community Hospital,Community,180,40.3,2.2,15.9,117,0.27,155,1,11.1,10,0.927,0.123,4,19,0,0,0.726,3,0.36175,11.97411003,0.128166667,0.878014286,Red,,,,,,
06/01/2024,Saturday,SCH,Southdale Community Hospital,Community,180,49.3,2,17.6,117,0.1225,162,1,12.6,12,0.922,0.18,5,26,0,1,0.545,3,0.3235,13.6659436,0.173333333,0.934942857,Amber,,,,,,
07/01/2024,Sunday,SCH,Southdale Community Hospital,Community,180,45.7,2,14.5,104,0.369,156,0,11.9,13,0.917,0.143,5,20,0,0,0.776,4,0.4206,12.97709924,0.154833333,0.856014286,Red,,,,,,
08/01/2024,Monday,SCH,Southdale Community Hospital,Community,180,50.6,2,17.8,117,0.368,176,1,12.6,13,0.919,0.18,4,24,0,2,0.829,4,0.4452,13.71055495,0.156666667,0.938028571,Red,,,,,,
09/01/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,49.6,1.8,19.8,117,0.443,147,0,12.6,12,0.935,0.135,5,31,0,0,0.702,3,0.43295,13.47593583,0.150833333,0.987285714,Red,,,,,,
10/01/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,43.5,1.9,14.7,117,0.379,185,1,12.6,9,0.913,0.18,5,25,0,1,0.738,3,0.43685,13.80065717,0.173333333,0.8692,Red,,,,,,
11/01/2024,Thursday,SCH,Southdale Community Hospital,Community,180,44.3,2.1,17.2,117,0.404,149,2,13,10,0.916,0.159,5,29,0,1,0.757,4,0.40785,14.19213974,0.162833333,0.929971429,Red,,,,,,
12/01/2024,Friday,SCH,Southdale Community Hospital,Community,180,61.9,2,17.5,117,0.504,189,2,12.8,11,0.93,0.179,6,28,0,0,0.769,4,0.50385,13.76344086,0.1895,0.939,Red,,,,,,
13/01/2024,Saturday,SCH,Southdale Community Hospital,Community,180,40.7,2,17.4,111,0.359,153,2,12.4,11,0.932,0.151,5,25,0,0,0.773,4,0.40085,13.30472103,0.158833333,0.931657143,Red,,,,,,
14/01/2024,Sunday,SCH,Southdale Community Hospital,Community,180,34.6,1.9,15.7,92,0.178,111,0,11.9,12,0.928,0.163,5,18,0,0,0.678,3,0.28195,12.82327586,0.164833333,0.886128571,Amber,,,,,,
15/01/2024,Monday,SCH,Southdale Community Hospital,Community,180,49.3,1.9,17.4,117,0.389,160,1,11.9,10,0.938,0.18,5,26,0,1,0.794,4,0.4156,12.68656716,0.173333333,0.926557143,Red,,,,,,
16/01/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,51.4,2,15.6,117,0.438,170,1,11.6,11,0.89,0.18,5,25,0,0,0.703,3,0.4537,13.03370787,0.173333333,0.864285714,Red,,,,,,
17/01/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,47.4,1.9,15.3,117,0.338,162,1,12.8,11,0.907,0.18,4,24,0,0,0.731,3,0.4037,14.11245865,0.156666667,0.882657143,Red,,,,,,
18/01/2024,Thursday,SCH,Southdale Community Hospital,Community,180,60.3,2.1,19.4,117,0.4,162,1,13.7,14,0.902,0.18,7,23,0,0,0.764,4,0.4465,15.18847007,0.206666667,0.982014286,Red,,,,,,
19/01/2024,Friday,SCH,Southdale Community Hospital,Community,180,47.5,1.4,17.3,117,0.417,179,2,13.4,14,0.88,0.18,5,22,0,1,0.753,4,0.47455,15.22727273,0.173333333,0.923714286,Red,,,,,,
20/01/2024,Saturday,SCH,Southdale Community Hospital,Community,180,43.2,2,17.9,117,0.347,192,6,14.2,12,0.899,0.18,4,17,0,1,0.757,4,0.4508,15.79532814,0.156666667,0.956171429,Red,,,,,,
21/01/2024,Sunday,SCH,Southdale Community Hospital,Community,180,46.6,2.1,18.5,104,0.345,157,1,9.7,14,0.925,0.177,6,21,0,1,0.828,4,0.41825,10.48648649,0.1885,0.911928571,Red,,,,,,
22/01/2024,Monday,SCH,Southdale Community Hospital,Community,180,50.5,2.1,19.3,117,0.351,153,2,12.7,15,0.923,0.18,6,23,0,1,0.838,4,0.42165,13.75947996,0.19,0.973271429,Red,,,,,,
23/01/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,43.5,2.4,14.1,117,0.316,163,0,3.1,14,0.937,0.167,6,22,0,0,0.823,4,0.41415,3.308431163,0.1835,0.723442857,Red,,,,,,
24/01/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,59.2,1.8,17.4,117,0.459,169,1,13.4,13,0.955,0.18,4,30,0,0,0.831,4,0.47285,14.03141361,0.156666667,0.955857143,Red,,,,,,
25/01/2024,Thursday,SCH,Southdale Community Hospital,Community,180,57.6,1.8,19.2,117,0.506,157,4,12.5,12,0.963,0.18,7,30,0,1,0.842,4,0.47065,12.98026999,0.206666667,0.984128571,Red,,,,,,
26/01/2024,Friday,SCH,Southdale Community Hospital,Community,180,39.2,1.9,15.9,117,0.322,176,2,9.2,9,0.971,0.155,5,19,0,0,0.775,4,0.4028,9.47476828,0.160833333,0.867114286,Red,,,,,,
27/01/2024,Saturday,SCH,Southdale Community Hospital,Community,180,56.4,2.1,17.2,117,0.362,175,0,5.4,8,0.962,0.18,5,20,0,0,0.761,4,0.41155,5.613305613,0.173333333,0.834371429,Red,,,,,,
28/01/2024,Sunday,SCH,Southdale Community Hospital,Community,180,47.2,2.3,18.2,117,0.436,154,1,9.8,8,0.946,0.164,5,25,0,0,0.754,4,0.4149,10.35940803,0.165333333,0.9154,Red,,,,,,
29/01/2024,Monday,SCH,Southdale Community Hospital,Community,180,47.7,1.9,15.7,117,0.302,194,3,9.5,9,0.91,0.18,5,19,0,0,0.708,3,0.4173,10.43956044,0.173333333,0.842928571,Red,,,,,,
30/01/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,46.9,2.5,18.3,117,0.448,176,1,9.1,10,0.906,0.18,6,21,0,0,0.716,3,0.4592,10.04415011,0.19,0.891042857,Red,,,,,,
31/01/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,45.1,2.1,13.7,117,0.44,161,0,10.3,9,0.893,0.18,5,26,0,0,0.68,3,0.43125,11.53415454,0.173333333,0.805271429,Amber,,,,,,
01/02/2024,Thursday,SCH,Southdale Community Hospital,Community,180,43.5,2.2,16.2,117,0.485,148,1,10.9,10,0.931,0.168,6,22,0,1,0.782,4,0.439,11.70784103,0.184,0.883042857,Red,,,,,,
02/02/2024,Friday,SCH,Southdale Community Hospital,Community,180,49.2,2.1,15.6,117,0.467,149,0,10.3,9,0.92,0.18,7,28,0,1,0.75,4,0.42705,11.19565217,0.206666667,0.856785714,Red,,,,,,
03/02/2024,Saturday,SCH,Southdale Community Hospital,Community,180,46.7,2.2,16.9,117,0.358,150,0,11.7,11,0.919,0.18,5,20,0,1,0.776,4,0.3967,12.7312296,0.173333333,0.905242857,Red,,,,,,
04/02/2024,Sunday,SCH,Southdale Community Hospital,Community,180,39.2,2.6,16.1,104,0.374,181,1,11.8,11,0.924,0.18,5,22,0,1,0.694,3,0.44185,12.77056277,0.173333333,0.8916,Amber,,,,,,
05/02/2024,Monday,SCH,Southdale Community Hospital,Community,180,34.8,2.4,15.6,117,0.343,198,4,11.7,9,0.919,0.18,5,21,0,0,0.723,3,0.4387,12.7312296,0.173333333,0.877385714,Red,,,,,,
06/02/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,47.6,2.9,19.5,117,0.391,171,2,11.3,8,0.939,0.18,4,26,0,1,0.768,4,0.41815,12.03407881,0.156666667,0.962957143,Red,,,,,,
07/02/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,47.9,2.2,15.4,117,0.408,187,7,9.8,8,0.918,0.18,4,21,0,1,0.733,3,0.44495,10.67538126,0.156666667,0.8442,Red,,,,,,
08/02/2024,Thursday,SCH,Southdale Community Hospital,Community,180,34,3,17.2,117,0.323,177,0,11.3,9,0.917,0.155,4,21,0,0,0.63,3,0.40445,12.32279171,0.144166667,0.904871429,Amber,,,,,,
09/02/2024,Friday,SCH,Southdale Community Hospital,Community,180,33.4,2.5,18.7,117,0.408,196,3,11.2,8,0.901,0.15,4,30,0,1,0.704,3,0.4562,12.43063263,0.141666667,0.929114286,Red,,,,,,
10/02/2024,Saturday,SCH,Southdale Community Hospital,Community,180,34,3.3,15.6,110,0.305,171,0,10.9,7,0.88,0.167,5,19,0,2,0.681,3,0.37775,12.38636364,0.166833333,0.849785714,Amber,,,,,,
11/02/2024,Sunday,SCH,Southdale Community Hospital,Community,180,43.3,2.9,16,111,0.403,158,1,12,9,0.877,0.18,4,27,0,0,0.653,3,0.4127,13.68301026,0.156666667,0.873657143,Amber,,,,,,
12/02/2024,Monday,SCH,Southdale Community Hospital,Community,180,35.7,3,16.5,117,0.395,145,2,10.7,8,0.883,0.158,6,23,0,1,0.674,3,0.38725,12.11778029,0.179,0.867271429,Amber,,,,,,
13/02/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,29.1,2.8,15.8,117,0.385,178,1,11.1,9,0.882,0.117,6,23,0,1,0.687,3,0.4305,12.58503401,0.1585,0.857871429,Amber,,,,,,
14/02/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,28.7,2.8,13.6,111,0.279,176,2,12.3,9,0.877,0.135,5,24,0,0,0.636,3,0.3856,14.02508552,0.150833333,0.826728571,Amber,,,,,,
15/02/2024,Thursday,SCH,Southdale Community Hospital,Community,180,32.8,3.2,11.4,111,0.332,156,0,11.9,9,0.863,0.147,5,20,0,0,0.63,3,0.3818,13.78910776,0.156833333,0.767985714,Amber,,,,,,
16/02/2024,Friday,SCH,Southdale Community Hospital,Community,180,28.3,3.4,14.3,117,0.257,172,1,10.4,10,0.874,0.162,6,21,0,1,0.651,3,0.3778,11.8993135,0.181,0.812028571,Amber,,,,,,
17/02/2024,Saturday,SCH,Southdale Community Hospital,Community,180,25,3.2,14.6,102,0.286,148,1,10.3,10,0.859,0.18,5,21,0,1,0.561,3,0.3594,11.99068685,0.173333333,0.810957143,Amber,,,,,,
18/02/2024,Sunday,SCH,Southdale Community Hospital,Community,180,25.5,3.3,12.8,89,0.204,135,0,10.9,9,0.88,0.125,4,19,0,1,0.603,3,0.30435,12.38636364,0.129166667,0.789785714,Amber,,,,,,
19/02/2024,Monday,SCH,Southdale Community Hospital,Community,180,23.4,3.4,11.9,117,0.308,159,1,11.1,10,0.888,0.118,2,20,0,1,0.711,3,0.38195,12.5,0.092333333,0.7767,Red,,,,,,
20/02/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,21.7,3.4,12.4,117,0.352,155,2,10,10,0.87,0.111,4,20,0,1,0.681,3,0.39455,11.49425287,0.122166667,0.763714286,Amber,,,,,,
21/02/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,24.2,3.5,13.5,117,0.288,192,2,9.9,10,0.875,0.155,5,23,0,0,0.564,3,0.4152,11.31428571,0.160833333,0.787785714,Amber,,,,,,
22/02/2024,Thursday,SCH,Southdale Community Hospital,Community,180,24.8,3.6,14.6,108,0.299,158,1,9.1,10,0.871,0.15,3,23,0,1,0.591,3,0.3771,10.44776119,0.125,0.797757143,Amber,,,,,,
23/02/2024,Friday,SCH,Southdale Community Hospital,Community,180,23,3.6,15.8,117,0.348,173,1,10.5,11,0.885,0.121,4,21,0,1,0.719,3,0.42145,11.86440678,0.127166667,0.850071429,Red,,,,,,
24/02/2024,Saturday,SCH,Southdale Community Hospital,Community,180,20,2.7,16,96,0.213,173,0,10.6,10,0.908,0.096,5,15,0,1,0.665,3,0.36145,11.67400881,0.131333333,0.865057143,Amber,,,,,,
25/02/2024,Sunday,SCH,Southdale Community Hospital,Community,180,19.8,4.1,11.8,81,0.217,152,0,11.4,10,0.874,0.089,4,20,0,2,0.627,3,0.3368,13.04347826,0.111166667,0.773457143,Amber,,,,,,
26/02/2024,Monday,SCH,Southdale Community Hospital,Community,180,22.2,3.7,11.8,106,0.265,177,4,11.1,9,0.882,0.092,4,25,0,1,0.645,3,0.38125,12.58503401,0.112666667,0.772157143,Amber,,,,,,
27/02/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,18.8,3.6,12,97,0.206,136,1,10.9,9,0.882,0.091,2,25,0,0,0.57,3,0.3064,12.35827664,0.078833333,0.773442857,Amber,,,,,,
28/02/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,15.7,5,14.3,93,0.201,146,0,11.3,8,0.893,0.101,5,19,0,0,0.584,3,0.3109,12.65397536,0.133833333,0.833128571,Amber,,,,,,
29/02/2024,Thursday,SCH,Southdale Community Hospital,Community,180,20.2,4.1,12.4,90,0.173,137,1,10.7,9,0.894,0.162,5,18,0,0,0.486,2,0.29445,11.96868009,0.164333333,0.783814286,Amber,,,,,,
01/03/2024,Friday,SCH,Southdale Community Hospital,Community,180,17.2,4.7,12.8,107,0.278,139,0,9.8,10,0.883,0.114,4,21,0,4,0.759,4,0.34495,11.09852775,0.123666667,0.774485714,Red,,,,,,
02/03/2024,Saturday,SCH,Southdale Community Hospital,Community,180,17.1,4.5,14.9,88,0.223,122,1,8.3,9,0.879,0.102,5,19,0,1,0.617,3,0.2957,9.44254835,0.134333333,0.795385714,Amber,,,,,,
03/03/2024,Sunday,SCH,Southdale Community Hospital,Community,180,14.1,4.8,11.1,63,0.082,103,0,11.8,8,0.866,0.075,4,14,0,1,0.427,2,0.20955,13.62586605,0.104166667,0.761257143,Amber,,,,,,
04/03/2024,Monday,SCH,Southdale Community Hospital,Community,180,13.3,5.1,11.8,106,0.204,157,2,8.3,8,0.888,0.095,4,13,0,1,0.595,3,0.32585,9.346846847,0.114166667,0.732557143,Amber,,,,,,
05/03/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,9.6,5.1,10.5,91,0.182,140,2,9.9,9,0.887,0.075,3,16,0,0,0.534,3,0.3018,11.16121759,0.0875,0.7283,Amber,,,,,,
06/03/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,10.3,4.7,12.5,94,0.204,99,0,9.7,7,0.913,0.074,5,19,0,0,0.567,3,0.24735,10.62431544,0.120333333,0.778557143,Amber,,,,,,
07/03/2024,Thursday,SCH,Southdale Community Hospital,Community,180,14.2,5.2,10.8,85,0.176,129,0,9.3,8,0.902,0.093,3,20,0,0,0.567,3,0.27965,10.31042129,0.0965,0.731728571,Amber,,,,,,
08/03/2024,Friday,SCH,Southdale Community Hospital,Community,180,13,5,10.9,93,0.15,142,2,10.2,7,0.884,0.084,3,19,0,1,0.513,3,0.2795,11.53846154,0.092,0.740171429,Amber,,,,,,
09/03/2024,Saturday,SCH,Southdale Community Hospital,Community,180,13.4,5.9,13.8,85,0.147,137,0,9.3,9,0.86,0.111,4,16,0,0,0.497,2,0.28405,10.81395349,0.122166667,0.779214286,Amber,,,,,,
10/03/2024,Sunday,SCH,Southdale Community Hospital,Community,180,10.9,5.4,11.9,73,0.101,153,0,11.1,10,0.839,0.091,6,15,0,1,0.45,2,0.29165,13.23003576,0.1455,0.7571,Amber,,,,,,
11/03/2024,Monday,SCH,Southdale Community Hospital,Community,180,12,5.8,12.6,115,0.276,157,2,10.5,10,0.83,0.099,5,23,0,1,0.592,3,0.36665,12.65060241,0.132833333,0.7595,Amber,,,,,,
12/03/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,11.2,5.6,12.5,113,0.231,151,2,10.2,10,0.851,0.092,5,16,0,1,0.579,3,0.34115,11.98589894,0.129333333,0.761257143,Amber,,,,,,
13/03/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,7.8,5.7,11,76,0.111,148,0,10.1,9,0.866,0.067,3,17,0,0,0.428,2,0.2834,11.66281755,0.0835,0.733614286,Amber,,,,,,
14/03/2024,Thursday,SCH,Southdale Community Hospital,Community,180,10,5.7,10.5,76,0.121,133,0,9.2,8,0.844,0.078,6,14,0,1,0.427,2,0.26265,10.90047393,0.139,0.7006,Amber,,,,,,
15/03/2024,Friday,SCH,Southdale Community Hospital,Community,180,7.1,6.3,9.6,71,0.09,137,0,8.3,8,0.865,0.054,3,18,0,0,0.375,2,0.25525,9.595375723,0.077,0.676214286,Green,,,,,,
16/03/2024,Saturday,SCH,Southdale Community Hospital,Community,180,9.9,6.7,11.4,76,0.108,144,0,13,8,0.859,0.085,4,17,0,1,0.452,2,0.2712,15.1338766,0.109166667,0.782885714,Amber,,,,,,
17/03/2024,Sunday,SCH,Southdale Community Hospital,Community,180,7.4,6.9,10.6,59,0.078,130,0,8.1,7,0.862,0.048,2,17,0,1,0.363,2,0.2357,9.39675174,0.057333333,0.693442857,Green,,,,,,
18/03/2024,Monday,SCH,Southdale Community Hospital,Community,180,9.7,7.2,10.1,87,0.142,134,0,7.6,7,0.888,0.058,5,18,0,1,0.474,2,0.2663,8.558558559,0.112333333,0.685628571,Amber,,,,,,
19/03/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,10.4,6.8,12.3,94,0.188,153,1,7.5,7,0.896,0.058,4,19,0,0,0.501,3,0.30845,8.370535714,0.095666667,0.734471429,Amber,,,,,,
20/03/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,6.1,6.6,10.5,82,0.116,123,0,7.4,7,0.883,0.064,3,16,0,0,0.428,2,0.24215,8.380520951,0.082,0.6892,Amber,,,,,,
21/03/2024,Thursday,SCH,Southdale Community Hospital,Community,180,7.5,7.5,10.7,84,0.16,118,0,6.9,6,0.863,0.073,5,18,0,1,0.456,2,0.2475,7.995365006,0.119833333,0.677985714,Amber,,,,,,
22/03/2024,Friday,SCH,Southdale Community Hospital,Community,180,8.1,6,12.8,100,0.205,158,1,7.2,6,0.832,0.07,3,16,0,0,0.412,2,0.3155,8.653846154,0.085,0.715085714,Amber,,,,,,
23/03/2024,Saturday,SCH,Southdale Community Hospital,Community,180,7.6,6.7,10.2,60,0.086,122,0,6.7,6,0.828,0.079,4,15,0,1,0.345,2,0.2229,8.09178744,0.106166667,0.650271429,Green,,,,,,
24/03/2024,Sunday,SCH,Southdale Community Hospital,Community,180,5.9,6.4,10.1,60,0.081,143,0,7,5,0.832,0.057,5,14,0,0,0.276,2,0.24115,8.413461538,0.111833333,0.654228571,Green,,,,,,
25/03/2024,Monday,SCH,Southdale Community Hospital,Community,180,6.7,7.4,10.3,89,0.17,136,3,8.5,6,0.826,0.07,4,19,0,0,0.373,2,0.274,10.2905569,0.101666667,0.678614286,Green,,,,,,
26/03/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,7.7,6.4,10.9,86,0.187,140,0,8.2,8,0.835,0.082,4,19,0,0,0.448,2,0.2978,9.820359281,0.107666667,0.690571429,Amber,,,,,,
27/03/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,5.4,7.1,11.5,94,0.166,155,0,8.1,7,0.845,0.059,5,18,0,0,0.399,2,0.30215,9.585798817,0.112833333,0.705928571,Green,,,,,,
28/03/2024,Thursday,SCH,Southdale Community Hospital,Community,180,5.7,7,10.5,73,0.109,122,1,8.7,8,0.846,0.053,3,13,0,0,0.358,2,0.2441,10.28368794,0.0765,0.6939,Green,,,,,,
29/03/2024,Friday,SCH,Southdale Community Hospital,Community,180,5.9,7.2,10.1,96,0.2,155,4,8.7,8,0.842,0.064,3,19,0,0,0.444,2,0.32175,10.33254157,0.082,0.683728571,Amber,,,,,,
30/03/2024,Saturday,SCH,Southdale Community Hospital,Community,180,6.2,7.6,10.5,85,0.158,137,0,8.2,7,0.849,0.058,5,18,0,1,0.423,2,0.27645,9.658421673,0.112333333,0.6876,Amber,,,,,,
31/03/2024,Sunday,SCH,Southdale Community Hospital,Community,180,5.4,8.7,10.7,85,0.135,122,0,8.3,7,0.858,0.06,3,16,0,0,0.396,2,0.2485,9.673659674,0.08,0.696985714,Green,,,,,,
01/04/2024,Monday,SCH,Southdale Community Hospital,Community,180,6,8.1,9.5,114,0.324,195,3,8.7,7,0.844,0.058,4,18,0,0,0.481,2,0.41535,10.30805687,0.095666667,0.671671429,Amber,,,,,,
02/04/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,4.1,7.5,8.7,107,0.188,165,2,8.7,7,0.87,0.049,3,18,0,0,0.444,2,0.32345,10,0.0745,0.664928571,Amber,,,,,,
03/04/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,5.6,8.7,9.9,82,0.139,159,0,9.2,8,0.865,0.066,4,18,0,1,0.459,2,0.30235,10.63583815,0.099666667,0.696142857,Amber,,,,,,
